salon_name,area,reviewer,rating,date,review_text
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,OJASGI,5,08 Oct 2014,Excellent
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Sunny malhotra,4,04 Oct 2014,Very Good
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,KSHITIJ,4,19 Sep 2014,Very Good
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Sudhir S,5,10 Sep 2014,Excellent
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Gaurav,5,22 Aug 2014,Excellent
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Hitanshi,5,06 Aug 2014,Excellent
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Bharat,5,06 Jul 2014,Excellent
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,SATENDER KAUR,5,22 Nov 2013,Excellent
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,anshu,5,09 Nov 2013,Excellent
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,VAHI,1,01 Mar 2013,Poor
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,vaishali jain,3,23 May 2013,Good
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,YASHPAL,4,13 May 2013,Very Good
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,KOMAL,5,07 Nov 2023,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Hamid khan,4.5,03 Nov 2023,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Kumar,5,13 Feb 2023,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Vaibhav,5,26 Jan 2023,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Kanika,3,13 Aug 2022,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Vandana,1,25 Feb 2022,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Poonam,4,04 Mar 2021,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Sunita,3,09 Feb 2021,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,S S TEMPO TPT SERVICE,5,28 Jan 2021,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,AHMED,5,31 Dec 2020,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,RAVI,5,27 Dec 2020,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,TEJENDER SINGH,5,18 Dec 2020,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Manisha gulati,3,04 Oct 2020,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,no-name,4,03 Mar 2020,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Mohmad,5,12 Feb 2020,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Sunita,5,01 Jan 2020,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Harwinder,5,13 Nov 2019,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Sonia,5,11 Apr 2019,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,mohd nadeem,2,05 Apr 2019,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,S K MANOCHA,4.5,08 Mar 2019,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Yash pal johar,5,07 Mar 2019,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,jyoti,4.5,01 Mar 2019,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,sonali,3.5,30 Jan 2019,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Preeti,5,11 Dec 2018,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Gaurav,5,03 Nov 2018,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Sargun Kaur,5,30 Oct 2018,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Jaya,4,04 Jan 2018,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Jahnavi,5,23 Dec 2017,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Honey,5,17 Nov 2017,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Akshat,5,18 Oct 2017,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,khyati,5,22 Aug 2017,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Namrata,3,01 May 2017,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Subhash Anand,5,06 Apr 2017,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Vipin kumar,5,05 Apr 2017,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Akshita,5,26 Feb 2017,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Amit,4,16 Nov 2016,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Rajni,4,08 Nov 2016,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,KIRTI KOCHAR,5,25 Oct 2016,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Avtrar kaur,4,31 Aug 2016,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Swati,5,28 Aug 2016,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Prerna Lamba,5,05 May 2016,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Arora,5,18 Feb 2016,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Rajesh,4,04 Feb 2016,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,CHANDNI,1,23 Jan 2016,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Vedant Health Care,3,17 Dec 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Pawan,5,01 Dec 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Shobhita,4,22 Nov 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Apoorva,3,10 Oct 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,ASHU,5,07 Oct 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Vibhuti,5,21 Sep 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,rajiv aggarwal,5,12 Sep 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Paul,5,11 Sep 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Aman,3,30 Aug 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,ANIL,1,28 Jun 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Arun Narula,4,30 Mar 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,DKB,4,23 Mar 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Suchitra,5,20 Feb 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Mukesh,5,12 Feb 2015,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Malik,2,19 Dec 2014,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,KOHLI,4,14 Dec 2014,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,PRIYANKA,2,13 Nov 2014,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Smita,5,21 May 2014,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,SEEMA,3,17 Mar 2014,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,NEHA,5,07 Mar 2014,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Amit,4,21 Feb 2014,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,JAYA,3,08 Feb 2014,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Nitin,5,16 Jan 2014,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,SIDANTH,4,15 Jan 2014,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,SONAL,5,13 Jan 2014,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,JASMINE,5,28 Dec 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Ashima,3,24 Nov 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Neelam Ahuja,3,18 Nov 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,SHEFALI,3,15 Nov 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Monica,4,15 Nov 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,tanya,5,10 Nov 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,VIDUSHI,2,24 Oct 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,bunny,4,22 Oct 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,ruchika katyal,5,13 Oct 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Rahul gupta,1,02 Oct 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Deepak anand,5,28 Sep 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,anuj,4,15 Sep 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Manpreet,4,11 Aug 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,RASHI,5,29 Jul 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Rajni,5,24 Jul 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Jatin,3,14 Jul 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,sweety,3,21 May 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Gagan,4,20 May 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,AJAY,5,08 May 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,SHRUTI,3,21 Apr 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Govind,5,12 Apr 2013,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Handa,3,30 Nov 2012,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,SHURTI,4,03 Nov 2012,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,DEEPIKA,2,24 Oct 2012,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Malhotra,4,06 Aug 2012,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Seema,4,27 Jul 2012,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Meenu,2,22 Jul 2012,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,manoj negi,5,19 Apr 2012,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Veena,5,10 Jan 2012,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,SAXENA,4,29 Nov 2011,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,POONAM,5,17 Sep 2011,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,KANIKA,5,26 Jul 2011,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Rajeev,5,01 Dec 2010,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Mehta,3,06 Nov 2010,
Libas (Omax Mall),HC Sen Marg Chandni Chowk,Meenu,3,03 Jun 2023,
Libas (Omax Mall),HC Sen Marg Chandni Chowk,RADHIKA,5,08 Aug 2013,
Bride & Beautiful,gora street Shahpur Jat,MOHIT,5,21 Oct 2023,
Bride & Beautiful,gora street Shahpur Jat,Sharma,5,17 Feb 2020,
Bride & Beautiful,gora street Shahpur Jat,Aparna Verma,4.5,18 May 2019,
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Shuchit Gupta,1,16 Nov 2023,Worse people worse behaviour...even not agree to correct their own mistakes...given low quality material...
Keshav Creations,Chandni Chowk Rd Chandni Chowk,rohit,5,14 Jul 2021,I take the service and I`m very happy with it because the keshav creation and very best creation for the designs and I really recommend you to visit there
Keshav Creations,Chandni Chowk Rd Chandni Chowk,deva,5,14 Jul 2021,Are recommended to visit this Keshav creation because they are very best and very excellent their services very nice I really happy with it
Keshav Creations,Chandni Chowk Rd Chandni Chowk,shweta,5,14 Jul 2021,I think the service of this Keshav creation because their very best and very excellent I am very impressed with their very best service provider in this area their designs are excellent
Keshav Creations,Chandni Chowk Rd Chandni Chowk,nikhil dev,5,14 Jul 2021,I really recommend you to visit this creation service because they are very best and very excellent in this area I am very happy and very impressed with thank you
Keshav Creations,Chandni Chowk Rd Chandni Chowk,arvind,5,14 Jul 2021,I really recommend you to visit Keshav creation because they are very best and very excellent designer in this area I really impressed with it
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Ankit Singh,5,14 Jul 2021,Keshav creation are very best and very excellent designer in this area their designing a very best and I really interested
Keshav Creations,Chandni Chowk Rd Chandni Chowk,rakesh,5,14 Jul 2021,Keshav creation are very best designer in this area I really recommend you to visit them because their very best I like it very much
Keshav Creations,Chandni Chowk Rd Chandni Chowk,munna,5,14 Jul 2021,He is the best Keshav Creations in Delhi and this lehenga designers are superb. I really like this and services are very responsible price. Thank you so much.
Keshav Creations,Chandni Chowk Rd Chandni Chowk,pawan,5,14 Jul 2021,It`s really amazing and best Keshav Creations in India and very good service provided by this creations.
Keshav Creations,Chandni Chowk Rd Chandni Chowk,vipul,5,14 Jul 2021,"This lehenga designers are awesome and very knowledgeable and very good designs on lehenga. I am fully happy and this Keshav Creations are superb, I really like this."
Keshav Creations,Chandni Chowk Rd Chandni Chowk,ankaj,5,14 Jul 2021,I fully like this service and this Keshav Creations are amazing in Delhi and very good services provided and quality is superb.
Keshav Creations,Chandni Chowk Rd Chandni Chowk,sundar,5,14 Jul 2021,Wow this lehenga designers are best in India and this designers are very good and nice experience and this Keshav Creations is the best.
Keshav Creations,Chandni Chowk Rd Chandni Chowk,birender,5,14 Jul 2021,Very responsible price rate available at Keshav Creations and I strongly recommend to all people to visit and try it`s services.
Keshav Creations,Chandni Chowk Rd Chandni Chowk,md mustikm,5,14 Jul 2021,Keshav Creations in Delhi is the best bridal lehenga in Delhi and the staff member is very good and nice behaviour.
Keshav Creations,Chandni Chowk Rd Chandni Chowk,imtizaj,5,14 Jul 2021,Very good service provided this Keshav creations in Delhi and staff and owner is very good and very friendly wow it`s really awesome
Keshav Creations,Chandni Chowk Rd Chandni Chowk,satender,5,14 Jul 2021,This is very best Keshav creations in Delhi and I am fully satisfied with the services very responsible price rate and Party Wear Lehenga in Delhi is very good
Keshav Creations,Chandni Chowk Rd Chandni Chowk,arvind prasad,5,14 Jul 2021,I visited the staff member and I really happy because the staff member is very caring and good behaviour and this Keshav creations are very best in Delhi
Keshav Creations,Chandni Chowk Rd Chandni Chowk,sarika,5,14 Jul 2021,This service is very fantastic service in Delhi and this Keshav creations are very famous I am fully happy with service
Keshav Creations,Chandni Chowk Rd Chandni Chowk,urmila,5,14 Jul 2021,I strongly recommended to all people visited this Keshav creations in Delhi Wedding lehenga are very best
Keshav Creations,Chandni Chowk Rd Chandni Chowk,sony,5,14 Jul 2021,Wedding lehenga in Chandni chowk is very best I am fully happy and the staff member is very caring and good behaviour and I am very happy with the services and I strongly recommended to all visited this Keshav creations Delhi
Keshav Creations,Chandni Chowk Rd Chandni Chowk,nitu,5,14 Jul 2021,It was really awesome and very best Keshav creation in Delhi and very good service provided I am fully happy and very affordable price
Keshav Creations,Chandni Chowk Rd Chandni Chowk,ritu,5,14 Jul 2021,I am fully satisfied this Keshav Creations and Designer Lehenga in India is very best I strongly recommended to all
Keshav Creations,Chandni Chowk Rd Chandni Chowk,mira,5,14 Jul 2021,This Keshav creation are very best in Delhi and very good service provided Bridal Lehenga in Delhi is very best thank you
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Ashish,5,12 Jul 2021,That is too good in Keshav creation is awesome and that is best lehenga in in Chandni chowk I hope your visit and contact
Keshav Creations,Chandni Chowk Rd Chandni Chowk,deavika yadav,5,12 Jul 2021,Keshav creation is too good and very friendly that is very awesome and best reception lehenga provide for Delhi
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Lalan,5,12 Jul 2021,Keshav creations to good and that is best and nice quality and best lehenga provide and there will be replace lehenga in India
Keshav Creations,Chandni Chowk Rd Chandni Chowk,savita kumar,5,12 Jul 2021,Best wedding lehenga in Delhi and that is best and so nice I hope you are fully satisfied to the Keshav creation
Keshav Creations,Chandni Chowk Rd Chandni Chowk,shoham,5,12 Jul 2021,Is the best Keshav creation is a too good I hope you are fully satisfied to this and there very best bridal lehenga in Chandni chowk
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Ashvini chaube,5,12 Jul 2021,I visited there and I am very happy with it because they are very best courier service in this area I really impression really like the service provided by them thank you
Keshav Creations,Chandni Chowk Rd Chandni Chowk,love kumar,5,12 Jul 2021,I really like and really impressed with this case of creation because they are very best in this area I really recommend you to visit there because my friend suggest me to visit this designer I likeI really like and really impressed with this case of creation because they are very best in this area I really recommend you to visit there because my friend suggest me to visit this design and I like it
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Lalit kumar,5,12 Jul 2021,I like their service because their very best and very excellent I really recommend you to visit this Keshav creation because they are very best designer in this area I like it
Keshav Creations,Chandni Chowk Rd Chandni Chowk,sunita yadav,5,12 Jul 2021,My friend suggest me to visit there I like it very much and I really recommend you to visit there because they are very best and very experienced creations in this area
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Jyoti more,5,12 Jul 2021,I am very happy and very impressed with it I take the service of this creation service and I really like it thank you
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Ashish Singh,5,12 Jul 2021,I recommend you to visit this Keshav creation because their very best very excellent in this area their very best creation service I have ever seen before I like it
Keshav Creations,Chandni Chowk Rd Chandni Chowk,pragyaa,5,12 Jul 2021,I really like the service of this designer because their very best very excellent in this area the Keshav creation and very best and very impressive I like it
Keshav Creations,Chandni Chowk Rd Chandni Chowk,chanda singh,5,12 Jul 2021,I visited there and I am very happy with their very best and very excellent service I have ever seen before the Keshav creation has the very best designs I have ever seen before
Keshav Creations,Chandni Chowk Rd Chandni Chowk,salman Khan,5,12 Jul 2021,I visited there and I`m very happy with their very best and very excellent designer I have ever seen before my friend suggest me to visit and I really like it thank you
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Rajesh yadav,5,12 Jul 2021,I take the service because they are very best in their excellent designer I have ever seen before the Keshav creation is very best and very excellent I really recommend you
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Rajendra Kumar,5,12 Jul 2021,I visited there because their very best and very excellent service and have never seen before they are very best designers in this area I really recommend you to visit the Keshav
Keshav Creations,Chandni Chowk Rd Chandni Chowk,singh Abhishek,5,12 Jul 2021,I take the service and I`m very happy with it because the keshav creation and very best creation for the designs and I really recommend you to visit there
Keshav Creations,Chandni Chowk Rd Chandni Chowk,abhi more,5,12 Jul 2021,Are recommended to visit this Keshav creation because they are very best and very excellent their services very nice I really happy with it
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Abhi Vertak,5,12 Jul 2021,I visited there because the very best and very excellent creation service I have ever seen before I am very happy and very impressed with thank you
Keshav Creations,Chandni Chowk Rd Chandni Chowk,shradha yadav,5,12 Jul 2021,I think the service of this Keshav creation because their very best and very excellent I am very impressed with their very best service provider in this area their designs are excellent
Keshav Creations,Chandni Chowk Rd Chandni Chowk,sankar more,5,12 Jul 2021,The very best and excellent service in this area their designs are very best and they are very excellent I really recommend you to visit case of creation
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Saurabh Pandey,5,12 Jul 2021,I really happy and really impressed with this cache of creation because their very best and very excellent I really recommend you to visit because their designs are very excellent
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Avinash gupta,5,12 Jul 2021,I take the service of this creations because they are very best designer in this area I really recommend you to visit there I really happy with you
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Saisha kumari,5,12 Jul 2021,I really recommend you to visit this creation service because they are very best and very excellent in this area I am very happy and very impressed with thank you
Keshav Creations,Chandni Chowk Rd Chandni Chowk,akhilesh,5,12 Jul 2021,I really recommend you to visit Keshav creation because they are very best and very excellent designer in this area I really impressed with it
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Abhishek Singh,5,12 Jul 2021,They are very best in their very excellent taste of creation in this area I really recommend you to visit there and they are very excellent there I really impressed with it
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Abhay Kumar,5,12 Jul 2021,I visited there and I really recommend you to visit because the very best creation ever seen before I like it
Keshav Creations,Chandni Chowk Rd Chandni Chowk,sunita singh,5,12 Jul 2021,Keshav creation are very best and very excellent designer in this area their designing a very best and I really interested
Keshav Creations,Chandni Chowk Rd Chandni Chowk,saurabh,5,12 Jul 2021,Keshav creation are very best designer in this area I really recommend you to visit them because their very best I like it very much
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Neeraj,5,12 Sep 2019,"Brilliant collection of lehengas, value for money, good salesmanship and superb customer service. :) Highly recommend it for both bridal and non-bridal lehengas."
Keshav Creations,Chandni Chowk Rd Chandni Chowk,master,5,14 Jul 2021,Party Wear Lehenga in Delhi are very good and this Keshav creations is very awesome in that City
Keshav Creations,Chandni Chowk Rd Chandni Chowk,ayush,5,14 Jul 2021,That is very awesome and very best Keshav creations in Delhi and very good provided the services
Keshav Creations,Chandni Chowk Rd Chandni Chowk,nikesh,5,14 Jul 2021,Non bridal lehenga in Delhi and that is best Keshav creation provide and thank you so much
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Mukesh,5,14 Jul 2021,The best creation in India and very good services provided. Designer Lehenga in India are the best.
Keshav Creations,Chandni Chowk Rd Chandni Chowk,rajan,5,14 Jul 2021,Party Wear Lehenga in Delhi are very good and this Keshav creations is very awesome in that City
Keshav Creations,Chandni Chowk Rd Chandni Chowk,garu,5,14 Jul 2021,Party Wear Lehenga in Delhi are very good and this Keshav creations is very awesome in that City
Keshav Creations,Chandni Chowk Rd Chandni Chowk,rani Prajapati,5,12 Jul 2021,Non bridal lehenga in Delhi and that is best Keshav creation provide and thank you so much
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Nilima Goel,5,10 May 2021,Great collection of Bridal and designer lehengas
Keshav Creations,Chandni Chowk Rd Chandni Chowk,sandhya,5,24 May 2019,"Designer legends, collection at very reasonable price"
Keshav Creations,Chandni Chowk Rd Chandni Chowk,surendra singh,5,05 Feb 2019,Best Bridal lehenga in chandni chowk
Keshav Creations,Chandni Chowk Rd Chandni Chowk,SONIA,5,05 Feb 2019,Nice place for Designer Lehenga and girlish lehenga
Keshav Creations,Chandni Chowk Rd Chandni Chowk,keshavcreations,5,06 Aug 2020,Awesome collection
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Irish Kemprai,4.5,26 Feb 2020,Awesome collection
Keshav Creations,Chandni Chowk Rd Chandni Chowk,shalini,5,26 Feb 2020,Very good collection
Keshav Creations,Chandni Chowk Rd Chandni Chowk,akansha,4.5,14 Oct 2019,Nice and trendy collection
Keshav Creations,Chandni Chowk Rd Chandni Chowk,vidhi,5,01 Mar 2019,Awesome collection
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Naveen sharma,5,01 Mar 2019,Awesome
Keshav Creations,Chandni Chowk Rd Chandni Chowk,vishal,5,01 Mar 2019,Lovely collection
Keshav Creations,Chandni Chowk Rd Chandni Chowk,rachna,5,10 Feb 2019,Awesome lehenga
Keshav Creations,Chandni Chowk Rd Chandni Chowk,ashish verma,5,05 Feb 2019,best lehenga collection
Keshav Creations,Chandni Chowk Rd Chandni Chowk,User,4,20 May 2026,
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Chanchal Rani Pisalla,0.5,08 Dec 2025,
Keshav Creations,Chandni Chowk Rd Chandni Chowk,mayan,1,18 Sep 2025,
Keshav Creations,Chandni Chowk Rd Chandni Chowk,User,5,18 Feb 2025,
Keshav Creations,Chandni Chowk Rd Chandni Chowk,HEMANT SHARMA,3,18 Nov 2024,
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Neeta Garg,1,23 Jan 2024,
Keshav Creations,Chandni Chowk Rd Chandni Chowk,SWARAJ REAL ESTATE,3,27 Nov 2023,
Keshav Creations,Chandni Chowk Rd Chandni Chowk,Pallav Agarwal,4.5,28 Jan 2021,
Keshav Creations,Chandni Chowk Rd Chandni Chowk,User,5,10 Sep 2020,
Keshav Creations,Chandni Chowk Rd Chandni Chowk,himalaya Kumar,4,10 Jun 2020,
Sincerely Bridal,Lajpat Nagar 2,lanei vaiphei,5,18 Feb 2020,"Lots of love for sincerely bridal my pleasure is that I got to wear your gown, you are indeed worthy of your brand `sincere`. Thank you so much. And if anyone looking for a gown i highly recommend `go for sincerely bridal` there`s no regret.."
Sincerely Bridal,Lajpat Nagar 2,Yanthan,4.5,07 May 2019,"Sincerely Bridal (SB) is the best thing that has happened to Delhi. SB haw been fulfilling the dreams of thousands of couples. SB designs are classy, contemporary and simply beautiful..."
Sincerely Bridal,Lajpat Nagar 2,Sharon,5,08 Nov 2017,Good service and fully satisfied.
Sincerely Bridal,Lajpat Nagar 2,GOVINDRA,5,12 Aug 2015,"Very unique, stylish and you will get your gown more than your expectation."
Sincerely Bridal,Lajpat Nagar 2,DSR UPVC Door window,1.5,18 Jan 2019,
Sincerely Bridal,Lajpat Nagar 2,Samridhi,4,29 Oct 2016,
Sincerely Bridal,Lajpat Nagar 2,Rahul,5,14 Feb 2016,
Sincerely Bridal,Lajpat Nagar 2,Radhika,4,21 Dec 2015,
Sincerely Bridal,Lajpat Nagar 2,Vinita,5,09 Dec 2015,
Sincerely Bridal,Lajpat Nagar 2,RINKI,3,06 May 2014,
